FILENAME,ModalName,Name_Agreement_Total,Name_Agreement_Responders,DKO,DKN,Category,Familiarity_Mean,Visual_Complexity_Mean,Objective_Agreement_Mean,Viewpoint_Mean,Manipulability_Mean,H-value
grape01,grapes,0.923076923,0.923076923,0,0,Food,4.631578947,2.447368421,3.757575758,3.90625,2.151515152,0.513163756
grasshopper,Grasshopper,0.380952381,0.4,0.02,0.02,Insect,3.619047619,3.404761905,,,1.676470588,2.079297288
grater01a,grater,0.405405405,0.517241379,0,0.22,Kitchen & utensil,4.333333333,2.692307692,4.393939394,3.181818182,3.303030303,1.17835771
gravyboat,Gravy boat,0.357142857,0.46875,0,0.21,Kitchen & utensil,4.095238095,2.357142857,,,2.352941176,2.793645033
greathornowl,owl,1,1,0,0,Bird,4.30952381,3.357142857,3.65625,3.78125,2,0
greatwhiteshark,shark,0.904761905,0.904761905,0,0,Fish,4.333333333,2.857142857,4.1875,3.5625,2.117647059,0.530980922
greenolive,olive,0.871794872,0.894736842,0,0.03,Food,4.307692308,1.974358974,4.303030303,3.757575758,1.515151515,0.695987077
greenonion,green onion,0.432432432,0.457142857,0,0.05,Food,4.184210526,2.263157895,4.272727273,3.272727273,1.151515152,2.67214016
greyhound,dog,0.523809524,0.55,0,0.02,Canine,4.214285714,2.976190476,2.84375,3.1875,2.264705882,1.624879767
greywolf,Wolf,0.857142857,0.857142857,0,0,Canine,4.238095238,3.073170732,4.34375,3.5,2.029411765,0.847741529
grill,grill,0.19047619,0.258064516,0.14,0.05,Kitchen & utensil,3.595238095,1.585365854,,,1.823529412,3.263668183
grizzly,Bear,0.642857143,0.642857143,0,0,Mammal,4.404761905,3.095238095,3.8125,2.875,2.147058824,1.287054028
guacamole,guacamole,0.285714286,0.387096774,0.1,0.12,Food,3.595238095,2.047619048,,,1.545454545,2.868033908
guitarcase,Guitar case,0.976190476,0.976190476,0,0,Musical instrument,4.523809524,2.142857143,3.875,3.53125,2.970588235,0.16232618
gutteranddrainpipe,Gutter,0.19047619,0.32,0,0.24,Building infrastructure,4.243902439,2.073170732,,,1.696969697,3.41366069
gymnasticring,Gymnastic rings,0.214285714,0.375,0.14,0.21,Outdoor activity & sport item,3.375,1.707317073,,,2.970588235,2.75
hairband,hair band,0.384615385,0.517241379,0,0.23,Clothing,3.837837838,2.459459459,3.393939394,3.03030303,2.696969697,1.940623791
hairclip02,Hairclip,0.605263158,0.696969697,0.03,0.08,Skincare & bathroom item,3.763157895,2.710526316,2.878787879,2.636363636,2.696969697,1.361009271
hairclip03,hair clip,0.621621622,0.676470588,0.03,0.03,Skincare & bathroom item,3.972972973,2.432432432,3.515151515,3.787878788,3.060606061,1.674465047
hairclipper,hair clipper,0.153846154,0.1875,0.08,0.1,Skincare & bathroom item,3.405405405,3,3.65625,3.09375,3.625,3.319548828
hairdryer02a,hair dryer,0.641025641,0.675675676,0,0.05,Skincare & bathroom item,4.157894737,2.921052632,3.818181818,3.333333333,4.03030303,1.412081022
hairpin,hair pin,0.41025641,0.432432432,0.03,0.03,Skincare & bathroom item,4.205128205,1.487179487,4.741935484,3.903225806,3.129032258,1.978006803
halberd,axe,0.238095238,0.344827586,0.07,0.19,War related weapon & item,3.2,2.333333333,,,2.28125,2.970772169
halogenlightbulb,light bulb,0.333333333,0.358974359,0,0.07,Electronic device & accessory,4.023809524,2.333333333,,,2.151515152,2.962653977
hammer01,hammer,0.974358974,1,0,0.03,Hand labour tool & accessory,4.153846154,2.153846154,4.424242424,4.212121212,3.818181818,0
hammerheadshark,Hammerhead shark,0.619047619,0.684210526,0,0.02,Fish,4.047619048,2.857142857,4.125,2.8125,1.676470588,1.275129614
hamslice,ham,0.333333333,0.333333333,0,0,Food,4.166666667,2.047619048,,,1.852941176,2.790480819
hand01b,hand,0.80952381,0.80952381,0,0,Bodypart,4.928571429,2.452380952,4.28125,3.90625,4.117647059,0.904614765
handbag02a,bag,0.384615385,0.384615385,0,0,Clothing,4.256410256,2.256410256,3.592592593,2.793103448,2.310344828,2.409703912
handblender,Hand blender,0.19047619,0.242424242,0.07,0.07,Kitchen & utensil,4.071428571,2.404761905,,,2.515151515,3.506367225
handbrush02,brush,0.547619048,0.575,0,0.05,Household article & cleaner,4.095238095,2.071428571,2.78125,2.9375,2.909090909,2.352007783
handcuffs,handcuffs,1,1,0,0,War related weapon & item,4.476190476,2.238095238,4.25,3.875,3.911764706,0
handfan01b,fan,0.473684211,0.529411765,0,0.08,Decoration & gift accessory,3.666666667,3.153846154,4.28125,4.242424242,4.03125,1.843994283
handgripper,Grip exerciser,0.023809524,0.071428571,0.12,0.45,Outdoor activity & sport item,3.634146341,2.146341463,,,2.757575758,3.807354922
handheldtelescope,telescope,0.642857143,0.794117647,0.02,0.1,War related weapon & item,3.642857143,2.292682927,2.96875,3.15625,3.636363636,1.311522766
handmixer01d,mixer,0.307692308,0.352941176,0,0.1,Kitchen & utensil,3.871794872,3.282051282,4,3.34375,2.5,2.244197122
handrail,Railing,0.476190476,0.512820513,0,0.07,Building infrastructure,4.476190476,1.69047619,,,2.764705882,2.546861453
handrake01a,hand rake,0.078947368,0.214285714,0.13,0.4,Hand labour tool & accessory,3.222222222,2.459459459,,,2.647058824,3.182005815
handvacuum,Hand vacuum,0.19047619,0.266666667,0.14,0.07,Household article & cleaner,3.780487805,2.5,,,2.588235294,3.11850778
hangar,Green House,0.166666667,0.233333333,0,0.21,Building infrastructure,3.390243902,2.536585366,,,1.588235294,3.893344864
hanger02a,hanger,0.743589744,0.783783784,0,0.03,Household article & cleaner,4.513513514,1.833333333,4.242424242,3.242424242,2.939393939,0.870725438
hardhat02,Hard hat,0.357142857,0.357142857,0,0,Clothing,4.571428571,1.595238095,,,3.205882353,2.698682091
harmonica,harmonica,0.952380952,1,0,0.05,Musical instrument,4.30952381,2.5,3.666666667,3.8125,3.818181818,0
harpoon,arrow,0.571428571,0.631578947,0.05,0.05,War related weapon & item,3.780487805,1.804878049,3.46875,3.9375,2.818181818,1.548758434
hat03b,hat,0.717948718,0.717948718,0,0,Clothing,4.026315789,2.763157895,2.939393939,3.909090909,3.454545455,1.433720724
headlight,Headlight,0.380952381,0.390243902,0,0.02,Vehicle,4.380952381,2.619047619,,,1.727272727,1.83914119
headphones02b,headphones,0.692307692,0.710526316,0,0,Electronic device & accessory,4.435897436,2.871794872,4.242424242,3.121212121,3.636363636,1.386177763
heatpump,air conditioner,0.214285714,0.391304348,0.14,0.24,Electronic device & accessory,3.292682927,2.738095238,,,1.636363636,3.196199999
hedgeshears,Shears,0.238095238,0.303030303,0,0.17,Hand labour tool & accessory,4,2.219512195,,,3.205882353,3.446543939
hedgetrimmer,Hedge trimmer,0.166666667,0.259259259,0.12,0.21,Hand labour tool & accessory,3.390243902,2.682926829,,,2.727272727,3.5826103
helicopter,helicopter,0.904761905,0.904761905,0,0,Vehicle,4.238095238,3.452380952,3.53125,2.9375,2.235294118,0.64419253
helmet,helmet,0.380952381,0.390243902,0,0.02,War related weapon & item,3.571428571,2.023809524,,,2.323529412,2.85683676
hen,Chicken,0.452380952,0.452380952,0,0,Bird,4.428571429,3.119047619,,,2.382352941,1.522247978
heron01,bird,0.333333333,0.378378378,0,0.07,Bird,3.87804878,3.048780488,,,1.529411765,2.840061558
hibiscusflower02,flower,0.80952381,0.894736842,0,0.1,Natural element,3.80952381,2.547619048,3.25,3.34375,1.911764706,0.695987077
highheelshoe01,shoe,0.526315789,0.526315789,0,0,Clothing,4.368421053,2.947368421,3.484848485,3.696969697,3.090909091,2.080698333
highlighter02b,marker,0.564102564,0.564102564,0,0,Stationary & school supply,4.025641026,1.974358974,3.757575758,3.545454545,2.333333333,1.866766922
highstrikergame,Fair game,0.047619048,0.142857143,0.1,0.55,Gamestoy & entertainment,3.365853659,2.585365854,,,3.323529412,3.664497779
hihat,cymbals,0.166666667,0.233333333,0.07,0.17,Musical instrument,3.642857143,2.69047619,,,3.205882353,3.351189447
hikingshoe01,shoe,0.58974359,0.58974359,0,0,Clothing,4.384615385,2.820512821,3.272727273,3.363636364,3.848484848,2.095493168
hinge,hinge,0.447368421,0.62962963,0.03,0.16,Building material,3.421052632,2.473684211,4.516129032,4.193548387,1.935483871,1.677239029
hippopotamus,Hippopotamus,0.452380952,0.463414634,0.02,0,Mammal,4.238095238,2.928571429,,,1.617647059,1.460740473
hockeygoalieglove,Goalie glove,0.142857143,0.24,0.21,0.14,Outdoor activity & sport item,2.9,2.756097561,,,2.928571429,2.999079571
hockeygoaliemask,hockey mask,0.19047619,0.19047619,0,0,Outdoor activity & sport item,4.404761905,2.357142857,,,2.852941176,2.822504104
hockeygoaliepad,Goalie pad,0.268292683,0.35483871,0.2,0.02,Outdoor activity & sport item,3.571428571,2.341463415,,,2.96875,3.226340736
hockeypuck,hockey puck,0.833333333,0.833333333,0,0,Outdoor activity & sport item,4.619047619,1.380952381,3.96875,4.0625,3.121212121,0.748634551
hockeystick,hockey stick,0.928571429,0.928571429,0,0,Outdoor activity & sport item,4.619047619,1.547619048,4.125,4.0625,4.176470588,0.484443934
hoe,hoe,0.261904762,0.407407407,0.05,0.24,Hand labour tool & accessory,3.880952381,2,,,2.823529412,2.382526472
holdfast,fish,0.80952381,0.894736842,0,0.1,Fish,3.785714286,2.738095238,2.875,3.46875,1.882352941,0.643355498
honeybee,Bee,0.785714286,0.785714286,0,0,Insect,4.666666667,3.30952381,4.03125,3.3125,2.294117647,1.039233282
honeycomb,honey comb,0.571428571,0.648648649,0.02,0.07,Food,4.097560976,2.625,3.875,3.6875,1.558823529,1.836642892
honeydewmelon,melon,0.594594595,0.666666667,0.05,0.03,Food,3.914285714,2.085714286,4,4.242424242,1.515151515,1.783264707
horse,horse,1,1,0,0,Mammal,4.452380952,2.880952381,3.96875,3.65625,3.147058824,0
horsefigurine,horse,0.25,0.257142857,0,0.03,Decoration & gift accessory,3.282051282,2.58974359,3.636363636,3.757575758,1.575757576,3.699594445
horseshoe,Horseshoe,0.87804878,1,0.07,0.05,Gamestoy & entertainment,3.975609756,1.87804878,3.25,3.09375,2.676470588,0
horseshoecrab,Stingray,0.095238095,0.25,0.29,0.24,Crustacean,2.692307692,3,,,1.290322581,3.077819531
hose,hose,0.5,0.5,0,0,Outdoor activity & sport item,4.642857143,1.928571429,,,3.117647059,1.361428949
hosenozzle,hose nozzle,0.307692308,0.461538462,0.05,0.26,Hand labour tool & accessory,3.324324324,2.405405405,3.586206897,3.413793103,2.034482759,2.680081064
hotdog,hot dog,0.571428571,0.571428571,0,0,Food,4.69047619,2.142857143,3.9375,3.71875,2.941176471,1.884619505
hotdogweiner,hot dog,0.69047619,0.743589744,0.05,0.02,Food,4.238095238,1.785714286,2.9375,3.75,2.28125,1.37793494
hourglass,hourglass,0.351351351,0.40625,0,0.05,Kitchen & utensil,3.769230769,2.769230769,3.848484848,4.303030303,2.333333333,2.488425661
hubcap,hubcap,0.214285714,0.236842105,0,0.07,Vehicle,4.142857143,2.380952381,,,2,3.555723237
hulahoop,Hula hoop,0.928571429,0.928571429,0,0,Gamestoy & entertainment,4.666666667,1.404761905,4.1875,4.125,4.411764706,0.436824886
humanskeleton,skeleton,0.523809524,0.523809524,0,0,Bodypart,4.714285714,3.30952381,3.90625,4.03125,2.264705882,0.998363673
humanskull,Human skull,0.476190476,0.476190476,0,0,Bodypart,4.428571429,3.19047619,,,1.882352941,1.22857638
huntingknife,knife,0.547619048,0.547619048,0,0,Kitchen & utensil,4.19047619,2.119047619,3.28125,3.8125,3.529411765,2.45061028
hyena,Hyena,0.452380952,0.678571429,0.1,0.19,Canine,3.268292683,3.12195122,,,1.529411765,1.781975538
iceberglettuce,lettuce,0.41025641,0.444444444,0,0.08,Food,4.282051282,2.487179487,4.393939394,3.606060606,1.363636364,2.00032177
icebucket,ice bucket,0.238095238,0.357142857,0.17,0.17,Kitchen & utensil,3.538461538,1.925,,,1.84375,3.335237745
icecreamcone01a,ice cream cone,0.615384615,0.631578947,0,0.03,Food,4.205128205,2.128205128,4.151515152,4.363636364,2.575757576,1.615319618
icecube01,ice cube,0.157894737,0.545454545,0.45,0.26,Food,2.620689655,2.275862069,3.454545455,3.433333333,1.866666667,1.322179346
icecube02,Ice cube,0.738095238,0.738095238,0,0,Food,4.69047619,2.071428571,3.548387097,4.322580645,2.4375,0.944713457
icecubetray01a,ice cube tray,0.552631579,0.552631579,0,0,Kitchen & utensil,4.368421053,2.157894737,4.363636364,3.848484848,2.121212121,2.359810648
icemaker,Ice box,0.19047619,0.266666667,0.12,0.14,Building infrastructure,3.476190476,2.071428571,,,1.96969697,3.406238929
icepack,ice pack,0.641025641,0.735294118,0,0.1,Kitchen & utensil,3.717948718,2.487179487,3.806451613,3.516129032,1.516129032,1.437568584
icescraper,Ice scraper,0.380952381,0.457142857,0.05,0.1,Hand labour tool & accessory,4.170731707,1.928571429,,,2.970588235,2.436006945
iceskate,skate,0.487179487,0.5,0,0.03,Outdoor activity & sport item,3.972972973,2.972972973,4.363636364,3.696969697,3.060606061,2.242127572
insulation,insulation,0.128205128,0.294117647,0.28,0.28,Building material,2.8125,2.483870968,,,1.411764706,3.286895755
interlockingbuildingblock03b,lego,0.256410256,0.303030303,0.05,0.1,Gamestoy & entertainment,3.447368421,2.051282051,3.454545455,3.636363636,1.848484848,3.13921941
inukshuk,Inukshuk,0.238095238,0.357142857,0.02,0.14,Natural element,3.756097561,2.804878049,,,1.558823529,2.530618995
ipad02,Ipad,0.785714286,0.785714286,0,0,Electronic device & accessory,4.595238095,1.761904762,4.25,3.4375,3.411764706,1.104825842
ipod,IPhone,0.404761905,0.404761905,0,0,Electronic device & accessory,4.547619048,1.928571429,,,3.676470588,2.464440952
iron01b,iron,0.923076923,0.923076923,0,0,Household article & cleaner,4.358974359,3.025641026,4.272727273,3.515151515,3.939393939,0.461881705
ironingboard01,ironing board,0.738095238,0.794871795,0,0.02,Household article & cleaner,4.523809524,1.571428571,4.28125,3.9375,3.617647059,0.73206669
jack,jack,0.076923077,0.166666667,0.18,0.36,Electronic device & accessory,3.393939394,2.882352941,2.642857143,2.178571429,1.821428571,3.683542362
jackhammer,Jackhammer,0.380952381,0.5,0.07,0.14,Hand labour tool & accessory,3.585365854,2.976190476,,,3.294117647,1.813307236
jackolantern,Jack o lantern,0.380952381,0.380952381,0,0,Decoration & gift accessory,4.714285714,2.428571429,,,2.647058824,2.115758105
jackrabbit,Rabbit,0.857142857,0.87804878,0,0,Mammal,4.428571429,2.904761905,3.5625,3.5625,2.411764706,0.622983711
jaguar,Leopard,0.571428571,0.571428571,0,0,Feline,4.119047619,3.30952381,4.15625,2.8125,1.764705882,1.628201998
jar02,bottle,0.184210526,0.24137931,0.03,0.21,Kitchen & utensil,3.513513514,2.675675676,3.4375,3.96875,1.5,3.602588859
jar03,jar,0.333333333,0.342105263,0,0.03,Kitchen & utensil,3.948717949,2.102564103,4.133333333,3.935483871,1.8,2.802812997
jarofapplesauce,Apple sauce jar,0.238095238,0.256410256,0,0.07,Food,4.142857143,2.095238095,,,2.242424242,2.678790864
jarofcapers,jar,0.19047619,0.285714286,0.17,0.17,Food,3.365853659,2.780487805,,,1.787878788,2.819801906
jeans01,jeans,0.880952381,0.880952381,0,0,Clothing,4.666666667,1.857142857,4.0625,4,3.558823529,0.755418029
jeep,jeep,0.880952381,0.880952381,0,0,Vehicle,4.642857143,2.952380952,3.875,3.15625,2.852941176,0.642206422
jellybean,jelly beans,0.976190476,0.976190476,0,0,Food,4.738095238,1.857142857,3.96875,3.78125,1.852941176,0.16232618
jellyfish,Jellyfish,0.857142857,0.947368421,0.02,0.07,Fish,3.707317073,2.658536585,2.96875,3.5,1.655172414,0.350103828
Jesusstatue,Jesus statue,0.428571429,0.428571429,0,0,Decoration & gift accessory,3.738095238,3.073170732,,,2.382352941,2.601898006
jetski,Jet ski,0.380952381,0.41025641,0,0.05,Vehicle,4.024390244,2.853658537,,,2.705882353,2.384904386
jewelrybox01b,jewelry box,0.384615385,0.394736842,0,0.03,Decoration & gift accessory,3.692307692,2.842105263,3.121212121,3.090909091,2.181818182,2.296167468
jigsaw,jigsaw,0.128205128,0.2,0.21,0.13,Hand labour tool & accessory,3.441176471,3.222222222,2.967741935,2.2,2.1,3.939470571
jokercard,Joker Card,0.547619048,0.547619048,0,0,Gamestoy & entertainment,4.714285714,2.452380952,3.71875,2.84375,2.484848485,1.708675531
joustingspear,Spear,0.073170732,0.166666667,0.37,0.17,War related weapon & item,2.305555556,1.842105263,,,2.25,3.308270835
jug,pitcher,0.282051282,0.305555556,0,0.08,Kitchen & utensil,3.743589744,2.512820513,,,2.735294118,3.279543118
jumpercables,Jumper cables,0.380952381,0.457142857,0,0.12,Hand labour tool & accessory,4.238095238,2.333333333,,,3.117647059,2.843568731
jumpingjack,sander,0.071428571,0.166666667,0.33,0.21,Hand labour tool & accessory,2.487804878,3.357142857,,,1.9375,3.572431251
kalashnikov,rifle,0.333333333,0.333333333,0,0,War related weapon & item,3.857142857,2.476190476,,,4.058823529,2.428116987
kangaroo,kangaroo,0.976190476,0.976190476,0,0,Mammal,4.214285714,2.904761905,4.1875,4.15625,2.529411765,0.16232618
kettle01,kettle,0.666666667,0.684210526,0,0,Kitchen & utensil,4.205128205,2.230769231,3.636363636,4.454545455,3.121212121,1.548560128
key01,key,0.974358974,0.974358974,0,0,Household article & cleaner,4.58974359,2.41025641,4.515151515,3.606060606,3.84375,0.172036949
key07,keys,0.80952381,0.80952381,0,0,Household article & cleaner,4.880952381,1.951219512,4.125,3.90625,3.970588235,1.047471908
keyboard,keyboard,0.357142857,0.365853659,0,0,Musical instrument,4.428571429,2.833333333,,,3.852941176,2.863531434
keychain,key chain,0.447368421,0.5,0,0.11,Household article & cleaner,4,2.157894737,3.15625,3.40625,2.40625,1.865680015
keyhole,Keyhole,0.285714286,0.315789474,0,0,Building material,4.642857143,2.19047619,,,3.411764706,2.187596493
keyhook,Key hook,0.119047619,0.15625,0.07,0.1,Furniture,4.25,2.219512195,,,2.636363636,3.602217001
kidbicycle,Bike,0.333333333,0.333333333,0,0,Vehicle,4.571428571,2.642857143,,,3.852941176,2.492713261
kiddiepool,kiddie pool,0.261904762,0.261904762,0,0,Outdoor activity & sport item,4.5,1.857142857,,,2.588235294,2.807006165
kidpicnictable,Kids picnic Table,0.142857143,0.142857143,0,0,Gamestoy & entertainment,4.119047619,2.238095238,,,2.235294118,3.876871221
killerwhale,Killer whale,0.365853659,0.375,0,0,Sea mammal,4.390243902,2.658536585,,,1.970588235,2.176362098
kingfisher,bird,0.619047619,0.684210526,0.02,0.07,Bird,3.634146341,3.024390244,3.0625,3.65625,1.588235294,1.281065469
kitchenscale01a,scale,0.461538462,0.473684211,0,0.03,Kitchen & utensil,3.846153846,2.769230769,4,3.35483871,1.774193548,2.390863697
kite,kite,0.976190476,0.976190476,0,0,Outdoor activity & sport item,4.428571429,2.095238095,2.9375,3.53125,3.705882353,0.16232618
kiwi01a,kiwi,0.641025641,0.862068966,0.21,0.05,Food,3.828571429,2.216216216,4.242424242,3.484848485,1.424242424,0.785691176
kiwi03,Kiwi,0.833333333,0.833333333,0,0,Food,4.714285714,2.380952381,3.71875,3.46875,1.911764706,0.891491694
knee,Knee,0.880952381,0.880952381,0,0,Bodypart,4.928571429,2.023809524,4.125,3.1875,3.818181818,0.612560886
kneepad01c,knee pad,0.547619048,0.793103448,0.21,0.05,Outdoor activity & sport item,3.615384615,2.476190476,3.666666667,2.944444444,2.15625,1.106366771
knife03,knife,0.642857143,0.642857143,0,0,Kitchen & utensil,4.80952381,1.666666667,3.84375,3.5625,3.852941176,1.49704972
knifesharpener,knife sharpener,0.282051282,0.578947368,0.21,0.31,Hand labour tool & accessory,3.028571429,2.166666667,3.64516129,3.516129032,3.322580645,2.245098682
